goodinfo,condemn,qAnswered,totalCorrect,percCorrect,ansall,dowork,doromantic,doacademic,dodrugs,trustswork,trustsromantic,trustsacademic,trustsdrugs,trustgwork,trustgromantic,trustgacademic,trustgdrugs,likework,likeromantic,likeacademic,likedrugs,compq1work,compq1romantic,compq1academic,compq1drugs,compq2work,compq2romantic,compq2academic,compq2drugs,compq3work,compq3romantic,compq3academic,compq3drugs,compq4work,compq4romantic,compq4academic,compq4drugs,sumdo,sumtrusts,sumtrustg,sumlike,sumtotal,age,gender,edu,income,generaltrust,reason,previousexperience
0,1,16,16,1,1,1,1,1,1,7,5,7,7,7,6,6,6,5,6,6,6,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,7,6.5,6.25,5.75,6.375,18,2,4,3,7,"I assumed that if a person didn't approve of something, like cheating, that they would be less likely to do it.",1
1,0,16,16,1,1,3,3,2,2,5,5,5,5,4,5,4,4,4,5,5,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5.5,5,4.25,4.5,4.8125,23,2,5,5,4,"I made judgements based off of the information available. If someone had okay qualities and I knew of them relatively well, then I made my judgement accordingly.",1
1,1,16,16,1,1,5,2,5,6,5,6,4,6,6,6,6,5,6,6,5,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,3.5,5.25,5.75,5.5,5,22,1,2,6,5,whether I felt the person was trustworthy through their actions,1
1,1,16,16,1,1,2,2,2,2,5,6,6,5,5,5,5,5,5,6,5,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6,5.5,5,5.25,5.4375,28,1,5,6,6,I think the scenarios were all very similar. Most people were trustworthy but you would be wary dealing with someone who you heard was a cheater or slacker.,1
0,0,16,16,1,1,4,4,3,2,4,4,4,5,4,4,4,5,4,4,4,5,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4.75,4.25,4.25,4.25,4.375,45,2,5,8,6,Read each problem like a logic problem,3
0,0,16,16,1,1,5,5,5,5,3,3,5,3,4,4,4,3,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,3,3.5,3.75,4,3.5625,24,1,2,4,5,based on personal opinions,3
0,1,16,16,1,1,1,1,2,1,5,4,4,5,5,5,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,6.75,4.5,4.5,4,4.9375,25,1,5,9,6,people's behavior,1
1,0,16,16,1,1,1,2,1,1,7,6,6,6,7,6,6,6,7,6,6,6,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6.75,6.25,6.25,6.25,6.375,33,1,4,5,6,"I went with the information that was provided about the relevant person's moral character, and I also trusted my own intuition.",1
0,1,4,4,1,0,5,,,,2,,,,5,,,,3,,,,1,,,,1,,,,3,,,,1,,,,3,2,5,3,3.25,,1,,,,,
1,1,4,2,0.5,0,,2,,,,6,,,,4,,,,4,,,,1,,,,1,,,,2,,,,1,,,6,6,4,4,5,,2,,,,,
0,0,16,16,1,1,3,3,2,3,4,5,5,5,5,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,5.25,4.75,4.25,4,4.5625,28,1,6,3,3,I tried to be unbiased.,2
1,1,16,16,1,1,2,2,1,3,5,6,6,5,5,5,5,4,4,5,4,4,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6,5.5,4.75,4.25,5.125,28,1,5,3,4,"The evidence generally seemed to favor the people who had indicated negative behaviors in others.  A 3rd party had indicated that they were probably trustworthy, and they seemed to have trustworthy attitudes themselves.  Also, I felt like avoiding infidelity was more important than other things, like the issue with the performance enhancing drugs.",2
0,1,16,16,1,1,1,2,1,2,6,5,6,6,6,6,6,5,6,5,6,6,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,6.5,5.75,5.75,5.75,5.9375,31,1,4,5,5,I imagined myself in he shoes of each character and made decisions based on that perspective,1
1,0,16,16,1,1,4,4,6,4,1,1,1,1,1,1,1,1,4,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,3.5,1,1,4,2.375,24,2,5,6,4,I didn't pass judgement on other people.,1
0,1,4,2,0.5,0,,,4,,,,3,,,,4,,,,4,,,,3,,,,1,,,,1,,,,1,,4,3,4,4,3.75,,2,,,,,
1,0,16,16,1,1,2,2,2,2,6,6,6,6,6,6,6,6,5,5,5,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6,6,6,5,5.75,67,1,6,8,6,I had to trust information I was given in that I didn't know for myself the details about each individual.,1
0,0,16,16,1,1,2,2,2,2,6,5,6,6,6,6,6,6,6,5,4,6,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,6,5.75,6,5.25,5.75,48,2,5,5,6,"If I didn't have clear information that one of the people mentioned in each story had done something wrong in question, I felt I would like them.  I tend to like most people and until I know otherwise I give them the benefit of the doubt.  I am also inclined to be a very trusting person.  However, once betrayed, it is very very hard to win my trust back.",1
0,1,16,16,1,1,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,60,2,4,5,1,I question people who are anxious to point out other people's shortcomings to me.  It only shows me their own flaws.  I can find out someone's shortcomings on my own without another person pointing them out to me.  If I have a question I will ask the correct person who can answer my question.,1
0,1,16,16,1,1,5,2,2,2,5,4,5,5,4,5,5,5,4,4,5,5,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5.25,4.75,4.75,4.5,4.8125,23,1,4,7,5,I thought about the behavior and why someone would tell me about it.,1
0,0,16,16,1,1,3,3,3,3,6,6,5,6,5,5,6,5,5,5,5,5,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,5,5.75,5.25,5,5.25,31,1,4,5,6,"Well, the subject of the questions were pretty neutral. They weren't the ones that expressed disapproval and also weren't involved in any wrongdoing. I give people the benefit of the doubt, so my trust them accordingly. If they were the ones that expressed disapproval, then I'd say they are way less likely to do the wrongdoing in the future and if they were accused of it, way more likely, but they were just a neutral party.",1
1,0,16,16,1,1,2,1,3,4,6,2,4,4,5,6,5,4,4,6,5,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5.5,4,5,5,4.875,25,2,4,5,5,I made judgements based on being in those situations in real life or really knew those people.,1
0,0,16,16,1,1,4,2,4,4,4,4,4,4,4,4,4,4,4,4,5,3,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4.5,4,4,4,4.125,53,2,4,7,4,"I made my judgements based on the material that was presented to me.  For the most part, I felt as though I did not have enough evidence to be much more than mutual in my decisions.",2
1,1,16,16,1,1,2,1,1,1,5,7,6,6,5,5,5,6,5,5,5,6,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6.75,6,5.25,5.25,5.8125,55,2,4,4,5,"I went by the statements in the scenario, and made my judgements.",1
1,0,16,16,1,1,2,2,2,3,7,6,6,6,6,6,6,5,6,5,6,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5.75,6.25,5.75,5.5,5.8125,31,2,6,7,5,deductive reasoning,1
1,0,8,7,0.875,0,,7,7,,,1,3,,,3,3,,,1,2,,,2,2,,,3,1,,,3,3,,,2,2,,1,2,3,1.5,1.875,,1,,,,,
1,1,16,16,1,1,6,2,2,2,5,6,7,6,5,5,5,5,4,5,5,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,5,6,5,4.75,5.1875,30,1,3,2,5,I made jugements from the information presented in the text to decide how I felt.,2
0,0,16,16,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4,4,4,4,4,62,1,4,9,6,"The questions were about the individual who was just in a class with me, there we no information given as to what that individual did or said; so I had to be neutral about the individual you asked about.",2
1,0,4,4,1,0,1,,,,5,,,,5,,,,5,,,,2,,,,1,,,,3,,,,2,,,,7,5,5,5,5.5,,1,,,,,
0,1,16,16,1,1,3,3,2,3,4,4,5,4,4,4,4,4,4,4,5,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5.25,4.25,4,4.25,4.4375,27,1,5,6,5,"Based on the limited information provided, I made an intuitive judgment about the trustworthiness of each character and how he or she would act.;",2
1,1,16,16,1,1,2,1,2,2,6,6,5,5,4,3,4,4,4,3,4,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6.25,5.5,3.75,4,4.875,41,1,5,7,5,"It was tough, because I would like to believe people are honest, but telling stories of others downsides makes it hard to trust them.",1
1,0,4,3,0.75,0,,3,,,,4,,,,4,,,,4,,,,2,,,,1,,,,1,,,,2,,,5,4,4,4,4.25,,1,,,,,
0,1,16,16,1,1,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5,5,5,5,5,21,2,4,5,5,"I made my judgements by realizing that they could not be completely trusted, but that they would have no reason to lie to me either.",1
1,1,16,16,1,1,2,3,2,2,5,4,5,5,5,4,5,5,5,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,5.75,4.75,4.75,4.25,4.875,29,2,5,9,4,I based my judgements on how I would react in real life in the situation and how believable the scenario was.,1
0,1,16,16,1,1,2,4,2,2,5,3,5,5,5,4,4,4,5,5,4,5,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5.5,4.5,4.25,4.75,4.75,32,1,4,7,3,Based on evidence presented.,3
0,1,16,16,1,1,2,2,1,2,6,6,6,5,4,5,5,3,5,6,5,5,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,6.25,5.75,4.25,5.25,5.375,23,2,5,3,3,"Trustworthiness decreases once you find out someone does something distrustful. If someone gossips to you, but tells you they disapprove of a certain behavior, their trustworthiness goes down but not as much as doing a distrustful thing.",2
1,0,16,16,1,1,2,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5,3.25,3.25,3.25,3.6875,25,1,5,6,4,I based it off of their reactions to others,3
1,1,4,2,0.5,0,,3,,,,4,,,,4,,,,3,,,,2,,,,1,,,,2,,,,2,,,5,4,4,3,4,,1,,,,,
0,0,16,16,1,1,1,1,2,2,5,6,6,5,4,4,4,6,4,5,4,6,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,6.5,5.5,4.5,4.75,5.3125,22,1,4,6,4,"I would judge people based on how I knew them. If they were a teammate, I would be more likely to trust them than if they were some person that goes on hikes with a group I'm in.",3
0,1,16,16,1,1,2,3,3,2,5,6,4,6,4,5,4,5,3,5,3,5,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5.5,5.25,4.5,4,4.8125,26,1,5,5,5,Based on the type of  circumstances presented ie academic dishonesty vs integrity some things I believe are more morally wrong than others which is why some people I judged more harshly,1
1,1,16,16,1,1,2,1,1,2,5,7,6,6,4,6,6,5,4,6,5,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6.5,6,5.25,5,5.6875,25,2,4,4,6,I based my opinion on how I would feel if I knew a person like the person described in the stories and how I would feel about them.,1
1,0,16,16,1,1,3,2,2,3,4,6,4,5,5,5,4,4,4,6,4,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5.5,4.75,4.5,4.75,4.875,25,1,4,2,4,"I made my judgements by taking into context the situation and setting. For example, going hiking is a different setting than in the office, and therefore my relationships and views towards my peers will be different for the different situations.",1
0,0,16,16,1,1,2,3,2,1,5,4,5,6,5,4,5,4,5,4,5,6,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,6,5,4.5,5,5.125,28,2,5,6,5,"I considered the general population and what they are likely to do, as well as my feelings towards people I don't know well",1
1,1,16,16,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,7,6,6,6,6.25,30,1,5,5,6,"My judgment was based on the information given, whether the person in question did or did not commit the unethical act.",1
1,0,16,16,1,1,2,3,3,3,6,6,6,6,5,5,5,5,5,5,5,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5.25,6,5,5,5.3125,30,2,5,1,5,I'm generally trusting of people. I'm probably more trusting if given evidence that they are trustworthy and less trusting if given evidence that they are not trustworthy.,1
0,1,16,16,1,1,4,2,2,1,3,6,6,5,5,4,6,6,2,3,5,6,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5.75,5,5.25,4,5,46,1,4,5,1,By considering the role that each person played and thinking of similar interactions I have had in real life.,1
1,0,16,16,1,1,2,4,2,2,6,6,6,6,5,6,6,5,5,5,5,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5.5,6,5.5,4.75,5.4375,23,1,4,3,6,I basically just went with the information given and went with my gut feeling on it all since I didn't have a whole lot to go on.,2
0,0,16,16,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4,4,4,4,4,30,1,5,7,6,"I had no information about any of the people asked about, so I felt neutral to them.",2
0,1,4,3,0.75,0,,,,2,,,,5,,,,4,,,,4,,,,1,,,,1,,,,2,,,,1,6,5,4,4,4.75,,1,,,,,
1,1,16,16,1,1,5,1,1,3,3,7,5,5,4,6,3,4,4,5,6,4,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,5.5,5,4.25,4.75,4.875,19,1,4,2,5,I read the stories and made my judgements off of that.,1
1,1,16,16,1,1,1,2,2,2,6,6,6,6,6,5,5,3,5,5,6,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6.25,6,4.75,5.25,5.5625,35,2,4,7,2,I tried to put myself in the scenario and imagine how I would feel if this were a situation in real life...I just chose by my first initial reaction gut feeling.,3
1,0,16,16,1,1,5,3,5,2,4,3,4,2,3,3,5,2,3,3,5,2,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,4.25,3.25,3.25,3.25,3.5,28,2,4,6,5,by reading the story and figuring out who didn't gosspi,1
1,1,8,6,0.75,0,1,,1,,6,,4,,4,,4,,5,,4,,3,,2,,1,,1,,2,,3,,1,,1,,7,5,4,4.5,5.125,,1,,,,,
1,0,16,16,1,1,3,3,3,4,5,4,5,5,5,5,5,5,4,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,4.75,4.75,5,4,4.625,31,1,5,6,5,Realistically.  I couldn't reach strong conclusions of my opinions of these characters based off the very limited information.,1
0,0,16,16,1,1,3,5,4,6,4,1,2,1,3,1,2,1,3,1,2,2,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,3.5,2,1.75,2,2.3125,21,2,4,1,5,Based on experiences,2
1,0,16,16,1,1,3,3,3,3,5,5,5,5,5,5,5,5,4,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5,5,5,4,4.75,50,1,6,6,4,I went with my gut instinct combined with the fact that what little information I had about the person in question was generally positive.,1
0,0,16,16,1,1,3,2,3,3,5,6,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,5.25,5.25,5,5,5.125,31,1,4,6,6,I assume people are good and trustworthy until i find out otherwise.,2
0,0,16,16,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4,4,4,4,4,22,1,5,4,3,"Since the questions were asking about someone I knew nothing about, I chose the most middle option because it would be unfair to judge them with no information.",3
1,0,16,16,1,1,2,4,4,3,6,5,2,1,6,5,3,3,4,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,4.75,3.5,4.25,4,4.125,30,2,5,2,3,"I considered what the person had (or hadn't done) and how their actions showed honesty. If there wasn't enough information about the person to answer a question, i chose 4",1
1,1,16,16,1,1,1,,,2,7,5,4,4,5,4,3,4,4,3,4,3,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6.5,5,4,3.5,4.75,27,1,5,3,3,I figured individuals who mention something distasteful about another individual--like cheating on an exam--would be less likely to do those actions that they judge to be bad.,1
1,0,16,16,1,1,5,5,2,4,3,4,4,1,2,4,3,2,2,4,4,2,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,4,3,2.75,3,3.1875,23,1,5,1,4,I judged the people based on whether I thought I would like them in real life.,1
0,1,16,16,1,1,4,1,6,3,4,5,2,4,6,4,2,3,3,3,1,3,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,4.5,3.75,3.75,2.5,3.625,21,1,4,1,3,I based my judgments off of the situations and the context they were placed in. Their disapproval of a certain activity was a tricky one as it really depended on the context of the passage because I didn't really know much about the person in general other than their name.,1
0,0,16,15,0.9375,1,3,4,4,4,3,5,3,3,2,6,3,4,2,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,3,2,2,2,4.25,3.5,3.75,3.5,3.75,,1,,,,,
0,1,16,16,1,1,3,3,3,3,5,7,4,5,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5,5.25,4,4,4.5625,20,1,4,1,4,"I generally take my partners comments at face value. While they all say they disapprove of the negative acts that acquaintances made, I wouldn't fully trust them until they prove that what they say is true.",2
1,1,16,16,1,1,2,2,2,2,5,4,4,6,5,4,4,5,4,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6,4.75,4.5,4,4.8125,27,1,4,5,6,They were based upon the content described in the passages.,1
1,0,16,16,1,1,1,3,3,2,7,4,6,5,5,5,6,4,5,5,5,4,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5.75,5.5,5,4.75,5.25,25,2,6,8,6,Based on what I had heard and how likely I thought the average person would be to act similarly,1
1,1,16,16,1,1,2,2,2,3,6,7,6,5,6,6,6,5,5,6,6,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,5.75,6,5.75,5.5,5.75,24,1,5,6,5,"I made judgements based on the text that was given, the type of offenses that were proposed. I feel like some of the actions were more morally wrong, etc.",3
0,0,16,16,1,1,4,4,4,4,1,4,4,4,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4,3.25,3.25,4,3.625,33,2,5,6,5,I listened to the rumours from others,1
0,0,16,16,1,1,4,4,4,4,3,4,3,4,4,4,3,4,3,4,3,3,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4,3.5,3.75,3.25,3.625,26,1,2,1,2,I mostly chose undecided answers. I wasn't given a whole lot of information about the people that didn't cheat and didn't gossip about people,2
0,0,4,3,0.75,0,,,,6,,,,3,,,,2,,,,3,,,,3,,,,1,,,,3,,,,2,2,3,2,3,2.5,,2,,,,,
1,1,16,16,1,1,1,1,1,1,7,7,7,7,6,7,6,6,5,6,6,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,7,7,6.25,5.5,6.4375,29,2,4,4,6,I based my judgements on how the person acted and what others said about them.,1
1,0,16,16,1,1,2,2,2,3,6,6,6,5,5,6,5,5,5,6,5,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5.75,5.75,5.25,5.25,5.5,29,1,4,6,5,I tried to base it off their actions. Though if a name was the same as an acquaintance in real life I did picture them when answering the questions.,1
0,1,16,16,1,1,4,4,4,4,4,4,4,4,3,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,4,4,3.75,4.5,4.0625,23,2,5,1,5,I followed the pattern that was in each story,3
1,0,16,16,1,1,6,2,6,6,4,6,6,7,4,6,5,5,5,5,5,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,3,5.75,5,5,4.6875,22,1,5,1,6,This is hard to make decesions without experiening these senearios firsthand.,1
1,1,16,16,1,1,3,3,3,3,5,5,5,5,5,5,5,5,4,5,4,4,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,5,5,5,4.25,4.8125,23,1,5,2,5,"For the most part the same sitation and people were described repeatedly, so my answers did not change. The one exception was a scenario in which the gender of the participants was different, and I changed my answers to reflect this.",1
0,0,16,16,1,1,2,2,2,2,5,5,5,5,5,5,5,5,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,6,5,5,4,5,28,1,6,3,5,"I was asked about characters with no gossip and no previous information. I would generally lightly trust people in such a situation. I am neutral in liking this person because I would require more information. Since the scenarios and questions were similar, I had a similar reaction to all the scenarios.",1
1,0,16,16,1,1,2,4,2,2,6,5,6,6,5,4,5,5,5,4,5,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5.5,5.75,4.75,4.75,5.1875,20,1,4,1,4,"I think cheating on sports, tests, relationships, and being unreliable are unequal offenses. Also I feel like they have different predictive abilities on the likelihood of the offender to be an untrustworthy person overall. I would elaborate but I think this is reflected in my answers. I am not sure if in the fourth scenario the gender aspect had anything to do with it -- but I don't think one faithful relationship means someone will not cheat in the future. Also, I think people who gossip and vocally disagree with things are more likely to imbibe in those offenses than people who mind their own business.",2
0,1,16,16,1,1,5,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,4.25,5,5,5,4.8125,34,1,3,6,5,Usually if someone disapproves of something they will not be involved in it.,1
1,1,16,16,1,1,1,1,1,1,6,7,7,7,6,6,6,7,6,6,6,6,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,7,6.75,6.25,6,6.5,57,2,4,5,7,I made my judgements by reading the texts and seeing how each of the individuals were as in being able to trust them. The ones who did the right things were the ones that I preffered.,1
1,0,16,16,1,1,5,5,2,6,4,4,4,4,3,4,5,4,3,3,4,3,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,3.5,4,4,3.25,3.6875,19,1,4,1,4,By relating it to my life.,1
0,1,8,7,0.875,0,,,5,3,,,6,5,,,6,5,,,3,3,,,1,1,,,1,3,,,3,3,,,1,1,4,5.5,5.5,3,4.5,,1,,,,,
1,1,16,16,1,1,3,2,2,2,5,6,5,5,5,5,5,5,5,5,5,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,5.75,5.25,5,5,5.25,34,1,5,7,5,"While gossip does not mean or imply truth, expressing a lack of acceptance of a action or activity would lead me to trust a person not to engage in that same behavior. But that trust is not absolute, there is always doubt - especially in casual acquaintances, definitely more so than close friends or family.",1
0,0,16,16,1,1,3,4,4,2,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4.75,5,5,5,4.9375,31,1,3,10,5,"The questions didn't really have any relevant information on the person I was judging; so, I went with how I generally feel about people.",1
1,1,16,15,0.9375,1,3,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,1,2,1,1,3,3,3,3,1,1,1,1,5.75,5,5,5,5.1875,,1,,,,,
0,1,8,7,0.875,0,,2,,4,,6,,5,,6,,5,,6,,5,,1,,1,,1,,1,,3,,2,,1,,1,5,5.5,5.5,5.5,5.375,,1,,,,,
0,0,16,16,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,6,4,4,4,4.5,36,2,4,1,4,As if I would with any casual friend. The judgement questions were all based upon the person in each scenario with whom I had no interaction/information from the information provided.,1
0,0,16,16,1,1,6,4,2,4,6,4,3,4,4,4,7,5,4,4,5,5,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4,4.25,5,4.5,4.4375,28,1,2,6,5,context clues,2
1,1,16,16,1,1,2,2,2,2,6,7,6,6,6,7,5,6,5,7,4,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,6,6.25,6,5.25,5.875,24,2,5,5,5,I imagined myself in the situation and evaluated how I would feel about the person I was talking to and about.,1
0,1,16,16,1,1,5,2,4,5,5,4,4,3,4,5,3,3,3,4,3,3,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,4,4,3.75,3.25,3.75,35,1,4,10,5,Trying to take the facts in and give people the benefit of the doubt,1
1,1,16,16,1,1,2,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,5.75,5,5,5,5.1875,22,1,5,2,3,"Strict interpretation of details in scenarios. I believe positive behaviors are correlated with trustworthiness, but cannot guarantee trustworthiness.",1
0,1,16,16,1,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,4.5,4,4,4,4.125,29,1,5,3,4,intuition,1
1,0,16,16,1,1,2,4,2,3,6,5,6,6,6,5,6,5,5,5,6,6,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,5.25,5.75,5.5,5.5,5.5,25,2,5,5,7,Just read through the passages and choose what I felt was the correct answer and how I felt.,2
1,1,16,16,1,1,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,2,2,2,2,1,1,1,1,3,3,3,3,1,1,1,1,4,3.5,3.75,4,3.8125,31,1,6,9,5,"I would be suspicious about rumors of how honest or ethical someone was, so I tempered my trust in that fashion.  I often wondered why these people told me about some other person's bad behavior.",2
0,0,16,16,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4,4,4,4,4,29,2,6,8,4,Weather I knew anything about the person or not.,1
1,0,16,16,1,1,5,3,3,4,4,5,6,4,5,5,5,4,5,5,5,3,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,4.25,4.75,4.75,4.5,4.5625,24,1,5,8,5,Based on what I knew and didn't know,2
0,1,16,16,1,1,2,3,3,2,5,4,5,5,4,4,4,3,3,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,1,1,1,1,5.5,4.75,3.75,3.75,4.4375,26,2,5,7,5,"I generally don't like when people gossip, but there are people I like who gossip and people I don't like who gossip, so I tried to make most of my ""feeling"" responses pretty neutral. From my experience, bonds are stronger in sporting teams than schools and people strive to have the most integrity in a professional office setting, so that probably impacted my choices a bit as well. /  / It also irked me that we assume the gossiper's story was true, and say ""X person is an acquaintance who did X bad thing."" They may have been lying or spreading false rumors.",1
0,0,16,16,1,1,4,4,4,4,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4,2.5,1,1,2.125,20,1,4,1,4,"I made my judgements based on the fact that the characters that were asked about in the questions were never mentioned in an active situation in the scenarios, so I couldn't really say I trust them or think they would be likely to fail or succeed.",1
1,0,16,16,1,1,2,2,2,2,6,6,5,6,6,6,5,6,5,4,5,5,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6,5.75,5.75,4.75,5.5625,21,1,4,2,4,"I answered them honestly, with bias towards the people i would like to interact with if they were real",1
1,1,12,11,0.916666686534882,0,3,,2,2,5,,5,6,4,,4,4,4,,4,4,2,,2,2,1,,1,1,3,,3,1,1,,1,1,5.66666698455811,5.33333349227905,4,4,4.75,,1,,,,,
0,0,16,16,1,1,4,3,3,3,4,4,4,5,4,5,4,4,4,4,4,4,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,2,4.75,4.25,4.25,4,4.3125,20,1,4,3,5,I maintained a neutral opinion of the actors in these scenarios.,1
1,0,16,16,1,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,1,1,1,3,3,3,3,2,2,2,2,6,6,6,6,6,22,2,4,4,5,With my morals,3
